item_id,headline,category,gold_label,gold_lead_frame,suggested_agency_style,gold_agency_style,suggested_density_band,gold_density_band,suggested_rhetorical_mode,gold_rhetorical_mode,annotator,batch,suggested_lead_frame
406,"Woodland Hills woman Shamim Mafi arrested at LAX for alleged trafficking of drones, bombs, ammo for Iran, US prosecutors say",domestic,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B18,actor_entity_first
407,'Such a f ing distraction': Labor Department probe overshadows Trump's worker agency,world,simple_clause,context_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B18,context_first
408,"26 years later, IDF restores its south Lebanon security zone with key changes",world,simple_clause,context_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B18,context_first
409,A mass shooting in Ukraine's capital leaves 6 dead before police shot and killed the gunman,world,coordination,context_first,active_or_nonpassive,active_or_nonpassive,medium_density,medium_density,straight_report,straight_report,codex,B18,context_first
410,"Book Review: 'When We See You Again,' by Rachel Goldberg Polin",world,noun_phrase_fragment,actor_entity_first,active_or_nonpassive,active_or_nonpassive,medium_density,medium_density,straight_report,analysis_explainer,codex,B18,actor_entity_first
411,EU and Magyar agreed to work together for release of EU cash after weekend talks,world,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,medium_density,medium_density,straight_report,straight_report,codex,B18,actor_entity_first
412,Hamas Officials Say Group Is Ready to Hand Over Some Weapons,world,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,medium_density,medium_density,straight_report,straight_report,codex,B18,actor_entity_first
413,Hormuz Shipping Traffic Grinds to a Halt as Tensions Deepen,world,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B18,actor_entity_first
414,"In Angola, love for an American pope but not for an American president",world,noun_phrase_fragment,context_first,active_or_nonpassive,active_or_nonpassive,low_density,low_density,straight_report,straight_report,codex,B18,context_first
415,North Korea launches multiple short range ballistic missiles toward sea,world,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B18,actor_entity_first
416,Rumen Radev looks set to win Bulgarian Parliamentary election,world,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B18,actor_entity_first
417,"Starmer's Mandelson nightmare never ends. This time, it may cost him his job as U.K. leader",world,coordination,actor_entity_first,active_or_nonpassive,active_or_nonpassive,medium_density,medium_density,straight_report,straight_report,codex,B18,actor_entity_first
418,UK police investigating if arson attacks on Jewish sites in London are the work of Iranian proxies,world,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,medium_density,medium_density,straight_report,straight_report,codex,B18,actor_entity_first
419,UN chief strongly condemns killing of another peacekeeper in southern Lebanon,world,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B18,actor_entity_first
420,Ukraine pushes for Europe to build defense system against ballistic weapons,world,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B18,actor_entity_first
421,'I thought I might die': A Palestinian mother's account of Israeli detention,world,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,medium_density,medium_density,straight_report,straight_report,codex,B18,actor_entity_first
422,'Sex In exchange for food or money': Gaza's widows sexually exploited by Hamas ynetnews,world,passive_clause,actor_entity_first,active_or_nonpassive,passive_with_agent,medium_density,medium_density,straight_report,straight_report,codex,B18,actor_entity_first
423,"12 countries, including Pakistan, condemn Israel's move to appoint envoy to Somaliland",world,simple_clause,context_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B18,context_first
424,Archaeologists Uncover a Massive Circular Temple in Egypt With a Water Network Connected Directly to the Nile,world,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,medium_density,medium_density,straight_report,straight_report,codex,B18,actor_entity_first
425,"At anti Trump rally, Sánchez promises to 'twist the arm' of the global right politico.eu",world,simple_clause,context_first,active_or_nonpassive,active_or_nonpassive,medium_density,medium_density,straight_report,straight_report,codex,B18,context_first
426,Baltic states bar Slovak prime minister from using airspace for travel to Moscow,world,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B18,actor_entity_first
427,Bodies of 50 infants dumped at Trinidad graveyard,world,passive_clause,actor_entity_first,active_or_nonpassive,passive_agent_omitted,high_density,high_density,straight_report,straight_report,codex,B18,actor_entity_first
428,Chernobyl's radioactive landscape is testament to nature's resilience and survival spirit,world,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,medium_density,medium_density,straight_report,straight_report,codex,B18,actor_entity_first
429,China is the Iran war's biggest winner. It never fired a shot,world,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,medium_density,medium_density,straight_report,straight_report,codex,B18,actor_entity_first
430,"Commander who rebuilt Hezbollah's Radwan Force killed, Lebanese media says ynetnews",world,passive_clause,actor_entity_first,active_or_nonpassive,passive_agent_omitted,high_density,high_density,straight_report,straight_report,codex,B18,actor_entity_first
431,Cruise Ships Seized Brief Hormuz Reopening to Flee Persian Gulf,world,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B18,actor_entity_first
432,"Elderly Passenger Overboard From Carnival Splendor Triggers Major Operation, Next Sailing Delayed",world,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B18,actor_entity_first
433,Ex Scottish Labour leader Dugdale appointed as Stonewall chairwoman,world,passive_clause,actor_entity_first,active_or_nonpassive,passive_agent_omitted,high_density,high_density,straight_report,straight_report,codex,B18,actor_entity_first
434,Fire Destroys Most of Coastal Village in Malaysia,world,simple_clause,event_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B18,event_first
435,Give me your tired …,world,other,action_first,active_or_nonpassive,active_or_nonpassive,medium_density,medium_density,straight_report,straight_report,codex,B18,action_first
436,How Iran has been studying lessons from the war in Ukraine,world,question_form,other_lead,active_or_nonpassive,active_or_nonpassive,low_density,low_density,question_hook,question_hook,codex,B18,other_lead
437,"IDF reservist killed by Hezbollah explosive in Lebanon amid truce, 3 troops hurt",world,passive_clause,actor_entity_first,active_or_nonpassive,passive_agent_omitted,high_density,high_density,straight_report,straight_report,codex,B18,actor_entity_first
438,"IDF says photo of soldier destroying Jesus statue in Lebanon is genuine, vows action",world,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B18,actor_entity_first
439,It Takes 2 Minutes to Hack the EU's New Age Verification App,world,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,medium_density,medium_density,straight_report,straight_report,codex,B18,actor_entity_first
440,Japan seals largest ever defense contract with frigate sale to Australia,world,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B18,actor_entity_first
441,Jared Kushner Probe Puts New Spotlight on EA Buyout,world,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B18,actor_entity_first
442,Mediators push US Iran ceasefire extension as deal hopes fade,world,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B18,actor_entity_first
443,Medics Decry Israeli Attacks on Ambulance Crews,world,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B18,actor_entity_first
444,Moscow bombards Ukraine while Kyiv targets Russian oil facilities,world,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B18,actor_entity_first
445,Padre Guilherme hosts rave in Argentina's capital honoring late Pope Francis,world,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B18,actor_entity_first
446,Photos: How overfishing in Southeast Asia is an ecological and human crisis,world,noun_phrase_fragment,actor_entity_first,active_or_nonpassive,active_or_nonpassive,medium_density,medium_density,analysis_explainer,analysis_explainer,codex,B18,actor_entity_first
447,"Putin finally admits Russia's economy is in trouble and grasps for answers, after warnings about a financial crisis have been piling up",world,coordination,actor_entity_first,active_or_nonpassive,active_or_nonpassive,medium_density,medium_density,straight_report,straight_report,codex,B18,actor_entity_first
448,Sexual misconduct allegations shake Gaza Freedom Flotilla,world,simple_clause,context_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B18,context_first
449,Spain pushes to end EU Israel association agreement politico.eu,world,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B18,actor_entity_first
450,"Spain, Brazil, Mexico vow to boost Cuba aid amid US threats",world,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B18,actor_entity_first
451,Syrian Billionaires Needed a Favor in Washington. They Invoked the Trump Name.,world,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,medium_density,medium_density,straight_report,straight_report,codex,B18,actor_entity_first
452,The Iranian Regime's Deceptive Negotiation Strategy: No Surprises Jerusalem Center for Security and Foreign Affairs,world,noun_phrase_fragment,context_first,active_or_nonpassive,active_or_nonpassive,medium_density,medium_density,straight_report,analysis_explainer,codex,B18,context_first
453,The UK France plan to fix Iran crisis without Donald Trump,world,simple_clause,context_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B18,context_first
454,Thousands of Parisians evacuated as WW2 bomb detonated in situ,world,passive_clause,actor_entity_first,active_or_nonpassive,passive_agent_omitted,high_density,high_density,straight_report,straight_report,codex,B18,actor_entity_first
455,Thousands protest across Israel against Netanyahu gov't ahead of Memorial Day,world,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B18,actor_entity_first
456,UAE official: More than 90% of Iran's targets were civilian infrastructure,world,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,medium_density,medium_density,straight_report,straight_report,codex,B18,actor_entity_first
457,"Ukraine war latest: Ukraine strikes Russian drone plant in Taganrog, military confirms",world,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B18,actor_entity_first
458,Venezuela's Maria Corina Machado draws a huge Madrid crowd and rebuffs meeting with Spain's PM,world,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B18,actor_entity_first
459,Why nearly every farmer who grows these chile peppers is a woman,world,question_form,other_lead,active_or_nonpassive,active_or_nonpassive,low_density,low_density,question_hook,question_hook,codex,B18,other_lead
460,"With Trump Novices, Can the U.S. Win the 'Art Olympics'?",world,question_form,context_first,active_or_nonpassive,active_or_nonpassive,medium_density,medium_density,question_hook,question_hook,codex,B18,context_first
461,"With a handshake, Spain and Mexico put diplomatic tussle over their colonial past behind them",world,simple_clause,context_first,active_or_nonpassive,active_or_nonpassive,medium_density,medium_density,straight_report,straight_report,codex,B18,context_first
462,100 Historical Photos That Feel Like Witchcraft To Be Looking At In 2026,world,noun_phrase_fragment,context_first,active_or_nonpassive,active_or_nonpassive,medium_density,medium_density,straight_report,straight_report,codex,B18,context_first
463,"He Was Flying His Drone Over a Crowded Australian Beach When He Spotted an Underwater Tornado, Invisible and Dangerous for Anyone in the Water",world,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,low_density,low_density,straight_report,straight_report,codex,B18,actor_entity_first
464,"The World Is Running Out of People and It Has Nothing to Do With War, Disease, or Natural Disaster",world,coordination,actor_entity_first,active_or_nonpassive,active_or_nonpassive,low_density,low_density,straight_report,straight_report,codex,B18,actor_entity_first
